tokens,NE,alias,notes,score
damper,I,damper,,110.87736055497714
72,I,72,,110.77227993508323
humidity,I,humidity,,110.51853639621844
restarted,S,restart,,110.55055978478235
222,I,building,,110.30321331356916
motor,I,motor,,109.02998859536942
floor,I,floor,,106.84913668247327
227,I,building,,106.2322353059367
need,S,need,,105.4801349588544
cleared,S,clear,,104.96209273709324
ahu,I,air_handling_unit,,104.70328213733947
235,I,building,,103.39312806139809
high,P,high,,102.99821669773868
vav,I,variable_air_volume,"this isn't valve, this is a specific HVAC component",101.41224280784895
rooms,I,room,,100.34327452862783
detection,I,detection,,98.33893800509394
raised,U,raised,i'm not really sure what this should be,97.13728103367457
pipe,I,pipe,,96.71562940282742
301,I,building,,94.9933065250914
supply,I,supply,,94.24116659874427
low,U,low,"could be low_pressure, or something is too low",93.39744976873553
units,I,unit,,93.14514207393849
power,U,power,,92.38265999719236
stats,I,thermostat,or freezestat?,92.52909286262226
controller,I,controller,,92.267705730007
sensor,I,sensor,,91.78812651827637
blowing,,,,92.1688035432787
coming,,,,90.17267074737543
normal,,,,89.9153184452257
running,,,,88.78021203475956
equipment,,,,88.26559951301597
drain,,,,86.95469966484114
section,,,,86.88856587627615
cleaned,,,,86.32312571575451
detector,I,detection,,86.02690054869488
bad,,,,85.54242893998274
adjustments,S,adjust,temp? ¯\_(ツ)_/¯,85.04620599668172
okay,S,ok,,82.73240563830629
needs,S,need,,81.65421023130054
pm,,,,81.99909912642558
work,,,,80.44505792977196
lowered,,,,80.4261838813993
reheat,,,,79.43304439177176
spoke,,,,76.17395192318969
coil,,,,75.8742549941912
making,,,,75.12936236341444
repairs,S,repair,,73.99717805373974
attic,,,,73.53323936132377
issues,P,issue,,73.4835995686626
properly,X,proper,could be operable ¯\_(ツ)_/¯,72.76460287749991
ac,I,air_conditioning_unit,,72.56208935761083
removed,,,,72.10498808057744
filters,,,,70.80376825862324
electric,,,,70.66416421144763
received,,,,70.49955998070146
points,U,set_point,"what about if people use this for ""point of contact""",69.8880244514414
filter,,,,69.32682846238872
fume,,,,69.22791906578844
vent,,,,68.9355795446883
needed,S,need,,68.54518470320495
cooling,,,,67.40289410957052
71,,,,67.27629936838683
box,,,,67.23201669541093
10,I,building,,66.78493445787365
broken,,,,66.35765975920259
ceiling,,,,65.83528113670192
226,I,building,,65.64479683863688
ddc,,,,64.62341475697187
calibration,S,calibrate,,64.41934571022522
ef,,,,63.39959679263478
chilled,,,,63.25471044471613
confirmed,,,,63.366487095767106
present,,,,62.93766560759985
pre,,,,62.949866428022226
pump,,,,62.504815010045434
computer,,,,61.479203134826406
duct,,,,60.9689697937535
opened,,,,60.6141156480071
hvac,,,,60.132938930619275
vfd,,,,59.74594457832672
stem,,,,59.46294198657253
contact,,,,57.57210335927045
wing,,,,56.99303899050644
valves,I,valve,,56.73149036712202
leaks,P,leak,,56.62936858741972
stuck,,,,56.238386172442894
open,,,,55.48923074337346
changed,,,,55.27889851995774
john,,,,54.593807018598824
problem,,,,53.885210520337154
ms,,,,53.1614771631539
heater,I,heat,,53.533491722656564
start,,,,53.04361547581809
bump,,,,52.827878365883635
11,I,building,,52.07606879232395
411,,,,52.01331642680145
loud,,,,51.360476141647936
called,,,,50.81331146248929
bearings,,,,50.4172479951656
roof,,,,50.0266884585551
secured,,,,49.96555054709821
freezing,U,freeze,"didn't select freezer object...only assume ""too_cold"" state",49.91220443995271
216,,,,49.76003059949149
304,I,building,,49.44685367502254
install,S,install,,48.977961414461156
hc,,,,49.31305973583
bearing,,,,48.61915591727264
fail,,,,48.339306163207205
failed,,,,48.42618446104791
turn,,,,48.128706324720405
68,,,,48.10753568261277
return,,,,47.55033687230512
temperatures,I,temperature,,47.15516016897333
fans,I,fan,,47.05454229338689
access,,,,46.14618636431262
temps,I,temperature,,46.060780890952294
outage,,,,46.07673549685131
door,,,,45.62806553204197
grad,,,,45.46928590859993
alarms,P,alarm,"as in, ""alarm went off"" ¯\_(ツ)_/¯",45.26883675948007
duplicate,,,,44.53633348157507
hand,,,,45.50480313866412
zone,,,,44.910242464347704
diaphragms,I,diaphragm,,44.6478539993264
make,,,,44.37017169952938
closed,,,,44.39829366705509
fault,,,,44.30628635739149
30,,,,44.012665716706216
message,,,,43.28901417689687
clean,,,,43.16889332306064
dampers,I,damper,,43.0872011280517
plant,,,,42.763695745862535
74,,,,42.4150567619344
verify,S,verify,,42.285902372376135
informed,,,,42.19520984982315
service,,,,41.830845297587366
handler,,,,41.96926353760689
related,,,,41.97144951683342
completed,S,complete,,41.5830029240442
217,,,,41.47444400182293
metal,,,,41.24916517822806
failure,,,,41.201502931061604
pulley,,,,40.76765079978063
odor,,,,40.83360713814726
freed,,,,40.60077580531113
board,,,,40.60641514863715
valved,I,valve,,40.63954261183989
condensate,,,,40.06136048533463
maintenance,,,,39.97905519862838
heating,I,heat,,39.63274335773996
contractor,,,,39.56670923529296
going,,,,39.55309301259849
13,,,,39.40404354490597
202,I,building,,39.30957239235828
rebuilt,,,,38.87613998158792
serving,,,,38.865345514190174
outside,,,,38.77549028707767
calibrate,S,calibrate,,38.67820131676935
hv,,,,38.36821150346928
wall,,,,38.36710898973657
73,,,,38.37983487104998
slip,,,,37.794965193831736
position,,,,37.834265642047626
said,,,,37.39480129545342
sponsor,,,,37.19572576555888
12,,,,36.99414756452844
pumps,,,,37.09791369660889
monitor,,,,37.031329643342964
setting,,,,37.06823379396381
herb,,,,36.73548377524164
switch,,,,36.63879519891936
left,,,,36.68305134109713
mode,,,,36.45215580063688
vents,,,,36.61382510580364
main,,,,36.40189998619604
231,I,building,,35.87844256962409
clogged,,,,35.745519273773276
lecture,,,,35.770550830210134
preheat,,,,35.55405122981367
controls,I,controller,,35.29349160869689
80,,,,35.191171134686705
vacuumed,,,,34.99615020880208
resolved,,,,34.963667214282516
233,I,building,,35.00098603449113
cover,,,,34.52020856284462
faults,,,,34.528946336960026
drive,,,,34.441471670025265
steam,,,,34.28487979627449
aligned,,,,34.161448371663376
extremely,,,,34.26798998086092
contractors,,,,34.03822385856812
fabricate,,,,33.928220110280606
replacement,,,,33.435030473319095
diaphram,I,diaphragm,,33.50653862604526
smell,,,,33.50242095624774
converter,,,,33.435294760363576
problems,,,,33.002218051407304
airflow,I,air,,32.80451330700665
performed,,,,32.770423044282
tensioned,,,,32.7937042966062
booster,,,,32.765210711314786
a123,,,,32.86081650545977
like,,,,32.53149015612105
mark,,,,32.02806142224237
shaft,,,,32.16967701714217
way,,,,32.10772070569117
systems,,,,32.044578666990034
window,,,,31.6155539048542
phone,,,,31.614526273090345
15,,,,31.48154097135186
compressor,,,,31.373041069425945
humidty,I,humidity,,31.356559481944128
order,,,,31.244127344363537
doors,,,,31.02718044045877
code,,,,31.015282659534588
humid,,,,30.881933262234746
hallway,,,,30.673036264196377
located,,,,30.582087011627287
offices,I,office,,30.219233062769817
change,,,,30.040894688563466
14,,,,29.997176378741607
ed,,,,29.98926401462194
eh,,,,29.5581992821489
came,,,,29.671190001539784
2nd,,,,29.68852577368959
fs,,,,29.47620846090353
69,,,,29.30327428669245
clear,,,,29.21508977882303
pressure,,,,29.169414073699926
safety,,,,29.02881696989391
heats,I,heat,,28.99985677555871
loose,,,,28.82991483949101
fabricated,,,,28.828686328879343
hwc,,,,28.87135545540464
fine,,,,28.655258652728623
moved,,,,28.58620317272378
1ea,,,,28.20555353860273
day,,,,28.393114773555798
week,,,,28.262020637892608
corridor,,,,28.07198991524157
selection,,,,28.01923387251077
20,,,,27.955675659240185
thermostats,I,thermostat,,28.06606987731699
remove,,,,27.65999384765678
able,,,,27.828179337599625
cool,,,,27.801036892373748
60,,,,27.805369308525037
conference,,,,27.83443589205627
ups,,,,27.56045277869337
pan,,,,27.48152026906936
run,,,,27.3723578329012
ordered,,,,26.962007993611845
a143,,,,27.020559164544768
restored,,,,26.64516356253571
18,,,,26.61150756694284
ventilation,,,,26.624358282831558
freezestat,I,thermostat,assuming ¯\_(ツ)_/¯,26.55597081327173
michelle,,,,26.51014644997305
furniture,,,,26.31919475320541
218,,,,26.13691426382249
1st,,,,26.14466212824049
site,,,,26.03391523999084
fixed,,,,26.004529917487158
communication,,,,25.788293094582983
320,I,building,,25.95471166497803
robert,,,,25.52674315425881
causing,,,,25.39739023936582
lower,,,,25.47545682057979
old,,,,25.46689075769848
actuators,I,actuator,,25.231753121381683
b310,,,,25.416699609755245
mr,,,,25.09203262786051
shut,,,,24.94245786322249
basement,,,,24.826735693785306
group,,,,24.520877617701586
frank,,,,24.570617321085425
diaphrgam,I,diaphragm,,24.65539365236278
205,I,building,,24.596315718103426
corrected,,,,24.59401575156039
fumehood,,,,24.345193025236174
labs,I,lab,,24.45240832438598
panel,,,,24.344252878258647
trouble,,,,24.204290760148286
lines,,,,23.841768771881398
100,I,building,,23.804354153967747
16,,,,23.79017468125516
ab,,,,23.575771736899696
grill,,,,23.449680836393306
cut,,,,23.37713172494775
restart,S,restart,,23.33683979535897
explained,,,,23.340096517830037
deck,,,,23.215736161931954
reinstalled,,,,22.953032663444553
coils,,,,22.88077401226241
215,I,building,,22.77919622529253
controlling,I,control,,22.905471354380012
possible,,,,22.75764105272534
center,,,,22.728624954185076
17,,,,22.62557284634641
connection,,,,22.63040785437883
sound,,,,22.63384686545125
230,I,building,,22.568424049972162
discharging,,,,22.401289105614037
chiller,,,,22.38807508154644
entire,,,,22.51142581763246
ea,,,,22.24063317608955
currently,,,,22.30704514580952
auditorium,,,,22.319718515936948
conditioning,,,,22.150713768302182
flex,,,,22.07496221724807
mixing,,,,22.094786666287035
david,,,,22.01619219144754
hoods,I,hood,,21.906065099588112
b106,,,,22.28861262747656
condensation,,,,21.741334441111764
dan,,,,21.798738199722404
b116,,,,21.844031064798326
lobby,,,,21.865403426530207
reading,,,,21.439564402616888
correct,,,,21.49516581924773
tightened,,,,21.383355510748967
oeg,,,,21.240392467938346
scheduled,,,,21.172452103335928
cabinet,,,,20.881309907103372
noisy,P,noise,,21.07910203985562
103,I,building,,20.885255018866594
come,,,,20.89834707498317
sheet,,,,20.82815475839184
automation,,,,20.742502785498182
went,,,,20.631917585828315
closing,,,,20.591185365015786
times,I,time,,20.55241900871107
fcu,,,,20.367250314411088
desk,,,,20.324357586259488
potts,,,,20.019799154617907
inside,,,,20.133559370232803
a357,,,,20.188949447878088
b264,,,,20.045580121583388
cause,,,,20.04034703910161
talked,,,,19.75001790066664
resent,,,,19.99189214234964
ext,,,,19.716822483863393
22,,,,19.634693435610306
green,,,,19.67123991402665
219,,,,19.66153840649144
comes,,,,19.49836208297456
23,,,,19.50633788676021
gate,,,,19.543086927978077
operating,S,working,,19.559460406300076
b185,,,,19.45345491724917
near,,,,19.405519778245434
mech,,,,19.312422536199
load,,,,19.46670325057788
yesterday,,,,19.323012128136448
steve,,,,19.22750168386005
inspected,,,,19.21962106650953
fuse,,,,19.240587988703922
care,,,,19.10780647780084
summer,,,,19.04543472704297
2ea,,,,18.92529163352345
morning,,,,18.984240752967587
ice,,,,18.974721869605137
perform,,,,18.985383175114293
dripping,,,,18.817796654928134
b168,,,,18.95024225818068
renovation,,,,18.85796067138399
second,,,,18.855910505206023
limit,,,,18.77035633311843
did,,,,18.84642231808112
health,,,,18.82903524573217
actiontaken,X,action,action taken ¯\_(ツ)_/¯,18.749789014950817
b324,,,,18.79990637308675
loading,,,,18.577502687679235
76,,,,18.679473582685045
a321,,,,18.652929434505282
c100,,,,18.567913380491714
insulation,,,,18.516859089586934
a207,,,,18.510166894220426
fix,,,,18.49887003138145
serves,,,,18.439977804507688
refrigerant,,,,18.202050686200987
location,,,,18.423276318310364
requested,P,request,,18.374343484363852
fl,,,,18.46948005378166
tstat,I,thermostat,,18.488470630384413
a120,,,,18.419783196873396
3rd,,,,18.37580496368813
drains,,,,18.391163155979168
customers,I,customer,,18.32219433279901
a151,,,,18.43532360447152
appears,,,,18.36081978653249
sarah,,,,18.320101181226168
end,,,,18.292833078209114
b152,,,,18.2641040701084
reported,,,,18.243693247187668
changes,,,,18.207353505359087
75,,,,18.164435571400077
318,I,building,,18.184522046879245
dock,,,,18.010349877478703
cole,,,,17.938599196909976
heaters,I,heat,,17.906231016074152
tripped,,,,17.94932935179985
richard,I,Richard,Assume a dude ¯\_(ツ)_/¯,18.01652845741605
a705,,,,18.004284024830227
trailer,,,,18.003260630563965
unable,,,,17.884392290099523
mechanical,,,,17.912850304466204
b100,,,,17.834866335810773
good,,,,17.74577732060414
78,,,,17.800955206978525
b131,,,,17.866599790854945
resolve,,,,17.726683809761838
follow,,,,17.597640113870895
west,,,,17.644695613280607
a100,,,,17.716329711224912
02,,,,17.602297292870862
following,,,,17.63950169469252
a107,,,,17.639052194913027
62,,,,17.574982727585866
a16,,,,17.222347075739506
a183,,,,17.63319506805336
b118,,,,17.46807414939741
getting,,,,17.494670755732493
parts,,,,17.358220393783082
19,,,,17.410262217884313
64,,,,17.35727800382261
vibration,,,,17.306801549555676
b112,,,,17.357786322958564
raise,U,raised,i'm not really sure what this should be,17.245459808414108
67,,,,17.345380852797458
red,,,,17.224941798439588
balance,,,,17.112248514101335
a227,,,,17.28585176609341
placed,,,,17.1908985352518
look,,,,17.123527552283562
b105,,,,16.998921623861484
just,,,,17.050486014850133
ep,,,,17.025555380193783
24,,,,16.97461986210625
21,,,,16.973826705991033
little,,,,16.964209856201233
know,,,,16.797519631658336
switched,,,,16.80264721185354
a209,,,,16.84557891569349
winter,,,,16.766577745583312
b114,,,,16.678189521545633
breaker,,,,16.692829587972128
belimo,,,,16.651828887695455
dr,,,,16.539705918157498
sensors,I,sensor,,16.513634641740847
65,,,,16.582422720021214
ops,,,,16.50633902477302
a02,,,,16.320774565215448
hall,,,,16.475336661434902
adding,,,,16.42799315185955
design,,,,16.381517032970216
wire,,,,16.293147354644617
waiting,,,,16.38192745098304
confirm,,,,16.304736359083268
does,,,,16.306405934335515
b109,,,,16.26071024480474
gfp,,,,16.1454684454662
size,,,,16.136769873360766
having,,,,16.118089305967256
b328,,,,16.086674832630074
b120,,,,16.09911878681529
keeps,,,,15.98252288077637
117,I,building,,15.990167955496974
setpoint,S,set_point,Set-point for temps ¯\_(ツ)_/¯,16.081842037361096
font,,,,15.870361187572422
a267,,,,15.837449210942475
a132,,,,15.856950992879524
auto,,,,15.797441138252072
measured,,,,15.644325508905744
b164,,,,15.746108972901665
b140,,,,15.739237200184956
schedule,,,,15.738340403917658
mike,,,,15.640573533451706
aware,,,,15.610912105208454
90,,,,15.612299034057093
investigate,,,,15.691518075615484
a145,,,,15.635219863933859
range,,,,15.536964234021811
purge,,,,15.455982071814196
level,,,,15.381320159122241
thanks,,,,15.327071241328671
sealed,,,,15.414245012679821
today,,,,15.302045025827804
restroom,,,,15.235158748092742
faulty,,,,15.297137372560625
help,,,,15.329222175847235
diffuser,,,,15.178555511151874
machine,,,,15.222139704312365
a262,,,,14.9984533083953
kim,,,,15.250219065261927
away,,,,15.098462310492339
mary,,,,15.19967625224812
sent,,,,15.121706306195055
randy,,,,15.112586177438473
locate,,,,15.089734491302808
b150,,,,14.94250935277908
william,,,,15.082609129913552
rms,,,,15.077342422251208
b322,,,,15.111572457638411
a153,,,,15.099197046316092
drip,,,,15.016961154583086
urgent,,,,15.035059352807744
c01,,,,14.956053615984116
rh,,,,14.942825409740502
burning,,,,14.973364347964784
b121,,,,14.894475253438909
a219,,,,15.015652707765991
a155,,,,14.852559726782715
25,,,,14.707985355120346
a353,,,,14.820297490685801
a109,,,,14.83610786146634
thank,,,,14.739661325167456
light,,,,14.681311372017579
won,,,,14.611179325941553
cafeteria,,,,14.678781389554553
sf,,,,14.583618957197695
b145,,,,14.687238117490606
a156,,,,14.69330657137334
ru,,,,14.56867349777983
paul,,,,14.64457746184033
a355,,,,14.695092628369167
a330,,,,14.61979944848175
a149,,,,14.71524371196013
increase,,,,14.503678209564214
b143,,,,14.544697551518235
added,,,,14.534156200793342
cooler,,,,14.515963490533853
b141,,,,14.537525782175994
b158,,,,14.521795326764293
a221,,,,14.563025020698595
transducer,,,,14.523466339361686
worked,,,,14.47748555121887
portrait,,,,14.495145829876526
a257,,,,14.358648504992216
union,,,,14.389321638882695
refrigerator,,,,14.452132611169635
b05,,,,14.416062169261766
plate,,,,14.307581602426731
58,,,,14.365488800570958
christina,,,,14.534019572402368
close,,,,14.328294175804448
wet,,,,14.190577537171253
26,,,,14.221010349671571
construction,,,,14.171256226112595
a303,,,,14.25718527598463
05,,,,14.133918007357705
b229,,,,14.204272863656234
michael,,,,14.188127018956926
returned,,,,14.126642993058212
b148,,,,14.186386293380306
c33,,,,14.230334109509542
b115,,,,14.092633628131015
let,,,,14.012535554368238
place,,,,13.994928533080573
holding,,,,13.983616159384283
ladies,,,,13.951628819600186
talk,,,,13.928199469780813
b248,,,,13.97840815836516
starter,,,,13.882563616920107
01,,,,13.891913759623591
b126,,,,13.792108882179466
a111,,,,13.860134660441675
blower,,,,13.740815056111385
bay,,,,13.641521420252182
small,,,,13.559201948135893
55,,,,13.5621662973998
50,,,,13.496488839452677
b107,,,,13.492421722139321
module,,,,13.460250762270483
a150,,,,13.44893930271982
supervisor,,,,13.362381424477238
207,,,,13.497601163409767
addressed,,,,13.375759683602428
b123,,,,13.428975303251953
a205,,,,13.488858880808554
brian,,,,13.346176653253545
b217,,,,13.426903327901359
a56,,,,13.237869356596349
readings,,,,13.218392097364795
a141,,,,13.294309258401027
b160,,,,13.278433557488446
packing,,,,13.178014869665168
status,,,,13.136787158919716
b339,,,,13.115837262216955
indicated,,,,13.072876442716645
cfm,,,,13.098037038209915
a103,,,,13.07054054371072
vortex,,,,13.076008681947831
degree,I,degrees,,13.072895890520096
b111,,,,13.046512686343016
employee,,,,12.976997397575447
diane,,,,12.931714258038307
operator,,,,12.921331089725944
chris,,,,12.946478507180824
a800,,,,12.952137703464295
54,,,,12.857784457284565
bathroom,,,,12.781879113109596
flushed,,,,12.826592493269748
caused,,,,12.770068742281733
willy,,,,12.830941532795842
rest,,,,12.727311503622591
b20,,,,12.71755781338333
preventive,,,,12.731636524246738
a245,,,,12.660386464918439
a161,,,,12.704669276762324
a170,,,,12.703330250988175
a365,,,,12.685602855787476
b104,,,,12.554248952319075
electrical,,,,12.683526263012096
a101,,,,12.668739619427262
b350,,,,12.674331976548562
associated,,,,12.559141910433194
longer,,,,12.621736771585574
tension,,,,12.557022283930742
monday,,,,12.507873367076526
wasn,,,,12.5068899472428
b239,,,,12.512737118250008
gail,,,,12.516241018695204
b222,,,,12.482341565128918
elevator,,,,12.530730020485606
areas,I,area,,12.46119261002268
allow,,,,12.360795594510384
large,,,,12.426198309969013
b214,,,,12.6588492636145
a224,,,,12.451720919332216
a127,,,,12.447419329794402
warmer,,,,12.462664382080517
66,,,,12.356120663678992
dry,,,,12.359282804739433
111,I,building,,12.322401280101564
bobby,,,,12.287895569499796
controllers,I,controller,,12.2873677733208
deg,I,degrees,,12.30787075094337
pneumatic,,,,12.247458421152306
b149,,,,12.264039547229652
used,,,,12.261975916778455
suspect,,,,12.204678634908323
friday,,,,12.236026320616055
condition,,,,12.130705197307837
b216,,,,12.10211448770231
b110,,,,12.200708130900273
a352,,,,12.081211005538472
wds,,,,11.980126927425951
b255,,,,12.08260504710266
b246,,,,12.091938294695295
dirty,,,,12.052734764861095
stairwell,,,,12.214084645155443
a324,,,,12.040906830330801
spaces,I,space,,11.988879608475035
days,,,,11.965838867210966
b206,,,,12.03194137652301
c125,,,,11.933056362722429
bruce,,,,11.790814522089267
listed,,,,11.848114307302856
b157,,,,11.848799937498756
sounds,,,,11.818272049023856
meetings,,,,11.882478437119335
provide,,,,11.79678594547847
a305,,,,11.843979909280204
b128,,,,11.820102034066586
grads,,,,11.739475592117293
kelso,,,,11.740395553087597
program,,,,11.696170425523011
roman,,,,11.759141817122874
a163,,,,11.766162459830625
a218,,,,11.722533561133067
28,,,,11.680622885714138
clears,S,clear,,11.646355340052404
150,I,building,,11.683374340592366
guard,,,,11.654992622927143
right,,,,11.676180929166234
stopped,,,,11.634261117840898
b362,,,,11.68336761457493
kevin,,,,11.676711818037512
weeks,,,,11.682561767378173
gym,,,,11.595135715638607
employees,,,,11.57566309800783
wrong,,,,11.612612143840165
a345,,,,11.843142479408105
b166,,,,11.608882896833393
doesn,,,,11.625232040618696
register,,,,11.5664579240244
b163,,,,11.449271134890225
a323,,,,11.608806165229554
b254,,,,11.598874423175552
b101,,,,11.51859814841721
face,,,,11.527897982716745
b142,,,,11.687630638644421
hard,,,,11.426341698454776
vu,,,,11.46335973750302
a113,,,,11.492548348033626
notified,,,,11.438438650652172
shedding,,,,11.564700717210064
asap,,,,11.481155660443875
d07,,,,11.422050108190872
portable,,,,11.385547293748445
really,,,,11.442616668628125
a115,,,,11.32596767145101
receiving,,,,11.343700178190785
settings,,,,11.327936705682484
visitor,,,,11.335935890511381
b250,,,,11.365416950400698
closet,,,,11.28394523644088
defuser,,,,11.380778120859974
b244,,,,11.21246746544966
a157,,,,11.309163732607205
a119,,,,11.308760693212475
203,I,building,,11.274574961760758
a217,,,,11.286800680568893
57,,,,11.25604157153852
b204,,,,11.472090188395956
ph,,,,11.190221793212304
intake,,,,11.193142866429094
a146,,,,11.184785888897649
actions,,,,11.17088615898742
monitored,,,,11.214153694345805
a147,,,,11.232281038847992
a232,,,,11.197854991019163
recalibrated,,,,11.13992491697286
109,I,building,,11.16242594813416
restore,,,,11.127289193876996
released,,,,11.134384304924149
followed,,,,11.093491860603178
77,,,,11.084798390628539
condensor,,,,10.986589430916847
b162,,,,11.13011920474825
72f,I,72,,11.077704625092924
dielectric,,,,11.007695192554078
b308,,,,11.07236080425584
79,,,,11.072832610000393
899,,,,10.969687556705077
a600,,,,11.009715053784687
a307,,,,11.031115110880627
hole,,,,10.946912997296836
kitchen,,,,11.043283713961435
a317,,,,10.955459474146117
c135,,,,10.892398058897824
riser,,,,10.932763220363817
seal,,,,10.955140469126034
read,,,,10.799657800131175
b226,,,,10.916766615363073
a229,,,,10.877976447914861
107,I,building,,10.878345833629137
b224,,,,10.898934330873887
b266,,,,10.90178564125164
says,,,,10.839474892652627
b320,,,,10.866145620541088
dust,,,,10.803206461639974
handlers,,,,10.86824536487601
a206,,,,10.798328681316447
stuffy,,,,10.785622295443911
increased,,,,10.780385427402427
tom,,,,10.650054584925334
a363,,,,10.795641251491228
sheave,,,,10.701330948253943
b321,,,,10.874406436673882
a140,,,,10.779665183099503
303,I,building,,10.705989320734213
isn,,,,10.646043475639956
men,,,,10.710463878181988
dawn,,,,10.671578657284869
loop,,,,10.709433105323884
wants,,,,10.622113527887302
110,I,building,,10.659717002329213
quot,,,,10.560201487147935
b161,,,,10.55525738763798
later,,,,10.559528903295217
b119,,,,10.55078302974936
wixom,,,,10.515987117859973
a223,,,,10.538237957090002
b365,,,,10.500531266574466
nist,,,,10.473413342046868
secure,,,,10.459284768554825
06,,,,10.446784308016053
c229,,,,10.480844075940027
replacing,,,,10.431894500899867
janet,,,,10.445515379226258
a309,,,,10.461109358354976
b212,,,,10.46335889163286
b208,,,,10.462521181437527
a130,,,,10.281082297675304
wind,,,,10.344613878545424
a228,,,,10.190974260387428
sounding,,,,10.228954121101356
b356,,,,10.348162461574061
a225,,,,10.395023941681842
b139,,,,10.262263108938154
b348,,,,10.347870332951985
daniel,,,,10.28776862111167
deflector,,,,10.29383737088351
b133,,,,10.350696119713913
cable,,,,10.276874437248699
b127,,,,10.287537678864652
weekend,,,,10.285349984241616
uh,,,,10.221161191189953
unclogged,,,,10.217357553129073
grills,,,,10.09375574905674
relay,,,,10.2124730439923
laurean,,,,10.244966190521772
library,,,,10.221686416563957
sleeve,,,,10.163467408167886
store,,,,10.230668908498098
note,,,,10.197889847242221
susan,,,,10.187505010188783
scroll,,,,10.10656686771532
locked,,,,10.118312631540368
people,,,,10.19093380762138
b252,,,,10.17032862660326
apc,,,,10.143150426733667
flr,,,,10.108472449640198
b200,,,,10.0943250505272
40,,,,10.10641837161474
temperture,I,temperature,,10.101613958215204
a211,,,,10.099728260741005
a253,,,,10.125896646050236
data,,,,10.037038690581634
spec,,,,10.038318477055448
trap,,,,10.131852330054203
signal,,,,10.004690442724952
reversed,,,,10.05965433893361
a310,,,,10.023901793267923
thomas,,,,9.985809363297808
b146,,,,9.975142278511944
carpet,,,,9.959233369051494
c210,,,,10.014549954580756
renovations,,,,10.016066565039877
